"","Area.Code","Area","Item.Code","Item","Element","Year","Value"
"9063",117,"Republic of Korea",149,"Roots and tubers nes","Area harvested",2018,NA
"9064",117,"Republic of Korea",71,"Rye","Area harvested",2018,1
"9065",117,"Republic of Korea",328,"Seed cotton","Area harvested",2018,NA
"9066",117,"Republic of Korea",289,"Sesame seed","Area harvested",2018,24760
"9067",117,"Republic of Korea",83,"Sorghum","Area harvested",2018,1553
"9068",117,"Republic of Korea",236,"Soybeans","Area harvested",2018,50638
"9069",117,"Republic of Korea",373,"Spinach","Area harvested",2018,5084
"9070",117,"Republic of Korea",544,"Strawberries","Area harvested",2018,6062
"9071",117,"Republic of Korea",122,"Sweet potatoes","Area harvested",2018,20948
"9072",117,"Republic of Korea",495,"Tangerines, mandarins, clementines, satsumas","Area harvested",2018,21572
"9073",117,"Republic of Korea",136,"Taro (cocoyam)","Area harvested",2018,NA
"9074",117,"Republic of Korea",667,"Tea","Area harvested",2018,2469
"9075",117,"Republic of Korea",826,"Tobacco, unmanufactured","Area harvested",2018,10649
"9076",117,"Republic of Korea",388,"Tomatoes","Area harvested",2018,6058
"9077",117,"Republic of Korea",463,"Vegetables, fresh nes","Area harvested",2018,66107
"9078",117,"Republic of Korea",222,"Walnuts, with shell","Area harvested",2018,571
"9079",117,"Republic of Korea",567,"Watermelons","Area harvested",2018,11814
"9080",117,"Republic of Korea",15,"Wheat","Area harvested",2018,6600
"9081",117,"Republic of Korea",1717,"Cereals, Total","Area harvested",2018,820017
"9082",117,"Republic of Korea",1804,"Citrus Fruit, Total","Area harvested",2018,21761
"9083",117,"Republic of Korea",1753,"Fibre Crops Primary","Area harvested",2018,16
"9084",117,"Republic of Korea",1738,"Fruit Primary","Area harvested",2018,186802
"9085",117,"Republic of Korea",1731,"Oilcrops","Area harvested",2018,115379
"9086",117,"Republic of Korea",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,115379
"9087",117,"Republic of Korea",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,115379
"9088",117,"Republic of Korea",1726,"Pulses, Total","Area harvested",2018,12193
"9089",117,"Republic of Korea",1720,"Roots and Tubers, Total","Area harvested",2018,44350
"9090",117,"Republic of Korea",1729,"Treenuts, Total","Area harvested",2018,42469
"9091",117,"Republic of Korea",1735,"Vegetables Primary","Area harvested",2018,247574
"9092",146,"Republic of Moldova",221,"Almonds, with shell","Area harvested",2018,284
"9093",146,"Republic of Moldova",515,"Apples","Area harvested",2018,51135
"9094",146,"Republic of Moldova",526,"Apricots","Area harvested",2018,3345
"9095",146,"Republic of Moldova",44,"Barley","Area harvested",2018,64202
"9096",146,"Republic of Moldova",176,"Beans, dry","Area harvested",2018,11612
"9097",146,"Republic of Moldova",414,"Beans, green","Area harvested",2018,318
"9098",146,"Republic of Moldova",558,"Berries nes","Area harvested",2018,NA
"9099",146,"Republic of Moldova",89,"Buckwheat","Area harvested",2018,55
"9100",146,"Republic of Moldova",358,"Cabbages and other brassicas","Area harvested",2018,1313
"9101",146,"Republic of Moldova",426,"Carrots and turnips","Area harvested",2018,1385
"9102",146,"Republic of Moldova",393,"Cauliflowers and broccoli","Area harvested",2018,74
"9103",146,"Republic of Moldova",108,"Cereals nes","Area harvested",2018,NA
"9104",146,"Republic of Moldova",531,"Cherries","Area harvested",2018,3615
"9105",146,"Republic of Moldova",530,"Cherries, sour","Area harvested",2018,3371
"9106",146,"Republic of Moldova",191,"Chick peas","Area harvested",2018,712
"9107",146,"Republic of Moldova",401,"Chillies and peppers, green","Area harvested",2018,1145
"9108",146,"Republic of Moldova",397,"Cucumbers and gherkins","Area harvested",2018,2067
"9109",146,"Republic of Moldova",550,"Currants","Area harvested",2018,411
"9110",146,"Republic of Moldova",399,"Eggplants (aubergines)","Area harvested",2018,472
"9111",146,"Republic of Moldova",619,"Fruit, fresh nes","Area harvested",2018,NA
"9112",146,"Republic of Moldova",406,"Garlic","Area harvested",2018,2717
"9113",146,"Republic of Moldova",549,"Gooseberries","Area harvested",2018,50
"9114",146,"Republic of Moldova",103,"Grain, mixed","Area harvested",2018,823
"9115",146,"Republic of Moldova",560,"Grapes","Area harvested",2018,126873
"9116",146,"Republic of Moldova",225,"Hazelnuts, with shell","Area harvested",2018,503
"9117",146,"Republic of Moldova",407,"Leeks, other alliaceous vegetables","Area harvested",2018,102
"9118",146,"Republic of Moldova",56,"Maize","Area harvested",2018,489125
"9119",146,"Republic of Moldova",446,"Maize, green","Area harvested",2018,660
"9120",146,"Republic of Moldova",568,"Melons, other (inc.cantaloupes)","Area harvested",2018,444
"9121",146,"Republic of Moldova",79,"Millet","Area harvested",2018,16
"9122",146,"Republic of Moldova",449,"Mushrooms and truffles","Area harvested",2018,NA
"9123",146,"Republic of Moldova",234,"Nuts nes","Area harvested",2018,102
"9124",146,"Republic of Moldova",75,"Oats","Area harvested",2018,1129
"9125",146,"Republic of Moldova",403,"Onions, dry","Area harvested",2018,5101
"9126",146,"Republic of Moldova",402,"Onions, shallots, green","Area harvested",2018,NA
"9127",146,"Republic of Moldova",534,"Peaches and nectarines","Area harvested",2018,6383
"9128",146,"Republic of Moldova",521,"Pears","Area harvested",2018,2286
"9129",146,"Republic of Moldova",187,"Peas, dry","Area harvested",2018,25822
"9130",146,"Republic of Moldova",417,"Peas, green","Area harvested",2018,2167
"9131",146,"Republic of Moldova",536,"Plums and sloes","Area harvested",2018,19658
"9132",146,"Republic of Moldova",116,"Potatoes","Area harvested",2018,18946
"9133",146,"Republic of Moldova",211,"Pulses nes","Area harvested",2018,NA
"9134",146,"Republic of Moldova",394,"Pumpkins, squash and gourds","Area harvested",2018,4812
"9135",146,"Republic of Moldova",523,"Quinces","Area harvested",2018,997
"9136",146,"Republic of Moldova",270,"Rapeseed","Area harvested",2018,42895
"9137",146,"Republic of Moldova",547,"Raspberries","Area harvested",2018,1000
"9138",146,"Republic of Moldova",27,"Rice, paddy","Area harvested",2018,NA
"9139",146,"Republic of Moldova",71,"Rye","Area harvested",2018,282
"9140",146,"Republic of Moldova",83,"Sorghum","Area harvested",2018,1143
"9141",146,"Republic of Moldova",236,"Soybeans","Area harvested",2018,27150
"9142",146,"Republic of Moldova",544,"Strawberries","Area harvested",2018,1822
"9143",146,"Republic of Moldova",157,"Sugar beet","Area harvested",2018,18962
"9144",146,"Republic of Moldova",267,"Sunflower seed","Area harvested",2018,362675
"9145",146,"Republic of Moldova",826,"Tobacco, unmanufactured","Area harvested",2018,366
"9146",146,"Republic of Moldova",388,"Tomatoes","Area harvested",2018,4420
"9147",146,"Republic of Moldova",463,"Vegetables, fresh nes","Area harvested",2018,2857
"9148",146,"Republic of Moldova",205,"Vetches","Area harvested",2018,70
"9149",146,"Republic of Moldova",222,"Walnuts, with shell","Area harvested",2018,18913
"9150",146,"Republic of Moldova",567,"Watermelons","Area harvested",2018,4872
"9151",146,"Republic of Moldova",15,"Wheat","Area harvested",2018,372076
"9152",146,"Republic of Moldova",1717,"Cereals, Total","Area harvested",2018,928851
"9153",146,"Republic of Moldova",1738,"Fruit Primary","Area harvested",2018,226262
"9154",146,"Republic of Moldova",1731,"Oilcrops","Area harvested",2018,432720
"9155",146,"Republic of Moldova",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,432720
"9156",146,"Republic of Moldova",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,432720
"9157",146,"Republic of Moldova",1726,"Pulses, Total","Area harvested",2018,38216
"9158",146,"Republic of Moldova",1720,"Roots and Tubers, Total","Area harvested",2018,18946
"9159",146,"Republic of Moldova",1723,"Sugar Crops Primary","Area harvested",2018,18962
"9160",146,"Republic of Moldova",1729,"Treenuts, Total","Area harvested",2018,19802
"9161",146,"Republic of Moldova",1735,"Vegetables Primary","Area harvested",2018,29610
"9162",183,"Romania",221,"Almonds, with shell","Area harvested",2018,0
"9163",183,"Romania",515,"Apples","Area harvested",2018,53940
"9164",183,"Romania",526,"Apricots","Area harvested",2018,1970
"9165",183,"Romania",366,"Artichokes","Area harvested",2018,0
"9166",183,"Romania",367,"Asparagus","Area harvested",2018,20
"9167",183,"Romania",572,"Avocados","Area harvested",2018,0
"9168",183,"Romania",486,"Bananas","Area harvested",2018,0
"9169",183,"Romania",44,"Barley","Area harvested",2018,423500
"9170",183,"Romania",414,"Beans, green","Area harvested",2018,4970
"9171",183,"Romania",558,"Berries nes","Area harvested",2018,200
"9172",183,"Romania",552,"Blueberries","Area harvested",2018,180
"9173",183,"Romania",181,"Broad beans, horse beans, dry","Area harvested",2018,12280
"9174",183,"Romania",358,"Cabbages and other brassicas","Area harvested",2018,28730
"9175",183,"Romania",426,"Carrots and turnips","Area harvested",2018,8310
"9176",183,"Romania",393,"Cauliflowers and broccoli","Area harvested",2018,3350
"9177",183,"Romania",108,"Cereals nes","Area harvested",2018,2760
"9178",183,"Romania",531,"Cherries","Area harvested",2018,4290
"9179",183,"Romania",530,"Cherries, sour","Area harvested",2018,2770
"9180",183,"Romania",220,"Chestnut","Area harvested",2018,10
"9181",183,"Romania",401,"Chillies and peppers, green","Area harvested",2018,9960
"9182",183,"Romania",397,"Cucumbers and gherkins","Area harvested",2018,6910
"9183",183,"Romania",550,"Currants","Area harvested",2018,150
"9184",183,"Romania",399,"Eggplants (aubergines)","Area harvested",2018,4800
"9185",183,"Romania",569,"Figs","Area harvested",2018,0
"9186",183,"Romania",773,"Flax fibre and tow","Area harvested",2018,90
"9187",183,"Romania",512,"Fruit, citrus nes","Area harvested",2018,0
"9188",183,"Romania",542,"Fruit, pome nes","Area harvested",2018,1270
"9189",183,"Romania",541,"Fruit, stone nes","Area harvested",2018,0
"9190",183,"Romania",603,"Fruit, tropical fresh nes","Area harvested",2018,0
"9191",183,"Romania",406,"Garlic","Area harvested",2018,5880
"9192",183,"Romania",103,"Grain, mixed","Area harvested",2018,0
"9193",183,"Romania",507,"Grapefruit (inc. pomelos)","Area harvested",2018,0
"9194",183,"Romania",560,"Grapes","Area harvested",2018,172800
"9195",183,"Romania",225,"Hazelnuts, with shell","Area harvested",2018,720
"9196",183,"Romania",777,"Hemp tow waste","Area harvested",2018,1450
"9197",183,"Romania",677,"Hops","Area harvested",2018,260
"9198",183,"Romania",592,"Kiwi fruit","Area harvested",2018,0
"9199",183,"Romania",407,"Leeks, other alliaceous vegetables","Area harvested",2018,90
"9200",183,"Romania",497,"Lemons and limes","Area harvested",2018,0
"9201",183,"Romania",372,"Lettuce and chicory","Area harvested",2018,150
"9202",183,"Romania",333,"Linseed","Area harvested",2018,2080
"9203",183,"Romania",210,"Lupins","Area harvested",2018,80
"9204",183,"Romania",56,"Maize","Area harvested",2018,2443950
"9205",183,"Romania",568,"Melons, other (inc.cantaloupes)","Area harvested",2018,4260
"9206",183,"Romania",449,"Mushrooms and truffles","Area harvested",2018,90
"9207",183,"Romania",234,"Nuts nes","Area harvested",2018,0
"9208",183,"Romania",75,"Oats","Area harvested",2018,161480
"9209",183,"Romania",339,"Oilseeds nes","Area harvested",2018,3830
"9210",183,"Romania",260,"Olives","Area harvested",2018,0
"9211",183,"Romania",403,"Onions, dry","Area harvested",2018,17290
"9212",183,"Romania",490,"Oranges","Area harvested",2018,0
"9213",183,"Romania",534,"Peaches and nectarines","Area harvested",2018,1710
"9214",183,"Romania",521,"Pears","Area harvested",2018,3100
"9215",183,"Romania",187,"Peas, dry","Area harvested",2018,118100
"9216",183,"Romania",417,"Peas, green","Area harvested",2018,2190
"9217",183,"Romania",536,"Plums and sloes","Area harvested",2018,65910
"9218",183,"Romania",116,"Potatoes","Area harvested",2018,173300
"9219",183,"Romania",211,"Pulses nes","Area harvested",2018,3840
"9220",183,"Romania",394,"Pumpkins, squash and gourds","Area harvested",2018,1370
"9221",183,"Romania",270,"Rapeseed","Area harvested",2018,632680
"9222",183,"Romania",547,"Raspberries","Area harvested",2018,60
"9223",183,"Romania",27,"Rice, paddy","Area harvested",2018,8250
"9224",183,"Romania",71,"Rye","Area harvested",2018,10260
"9225",183,"Romania",83,"Sorghum","Area harvested",2018,15930
"9226",183,"Romania",236,"Soybeans","Area harvested",2018,169420
"9227",183,"Romania",373,"Spinach","Area harvested",2018,120
"9228",183,"Romania",544,"Strawberries","Area harvested",2018,3270
"9229",183,"Romania",157,"Sugar beet","Area harvested",2018,25720
"9230",183,"Romania",267,"Sunflower seed","Area harvested",2018,1006990
"9231",183,"Romania",495,"Tangerines, mandarins, clementines, satsumas","Area harvested",2018,0
"9232",183,"Romania",826,"Tobacco, unmanufactured","Area harvested",2018,920
"9233",183,"Romania",388,"Tomatoes","Area harvested",2018,22970
"9234",183,"Romania",97,"Triticale","Area harvested",2018,78990
"9235",183,"Romania",463,"Vegetables, fresh nes","Area harvested",2018,50
"9236",183,"Romania",420,"Vegetables, leguminous nes","Area harvested",2018,0
"9237",183,"Romania",222,"Walnuts, with shell","Area harvested",2018,1590
"9238",183,"Romania",567,"Watermelons","Area harvested",2018,17800
"9239",183,"Romania",15,"Wheat","Area harvested",2018,2116150
"9240",183,"Romania",1717,"Cereals, Total","Area harvested",2018,5261270
"9241",183,"Romania",1804,"Citrus Fruit, Total","Area harvested",2018,0
"9242",183,"Romania",1753,"Fibre Crops Primary","Area harvested",2018,1540
"9243",183,"Romania",1738,"Fruit Primary","Area harvested",2018,333680
"9244",183,"Romania",1731,"Oilcrops","Area harvested",2018,1815000
"9245",183,"Romania",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,1815000
"9246",183,"Romania",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,1815000
"9247",183,"Romania",1726,"Pulses, Total","Area harvested",2018,134300
"9248",183,"Romania",1720,"Roots and Tubers, Total","Area harvested",2018,173300
"9249",183,"Romania",1723,"Sugar Crops Primary","Area harvested",2018,25720
"9250",183,"Romania",1729,"Treenuts, Total","Area harvested",2018,2320
"9251",183,"Romania",1735,"Vegetables Primary","Area harvested",2018,117250
"9252",185,"Russian Federation",711,"Anise, badian, fennel, coriander","Area harvested",2018,21082
"9253",185,"Russian Federation",515,"Apples","Area harvested",2018,206429
"9254",185,"Russian Federation",526,"Apricots","Area harvested",2018,11223
"9255",185,"Russian Federation",44,"Barley","Area harvested",2018,7873944
"9256",185,"Russian Federation",782,"Bastfibres, other","Area harvested",2018,11804
"9257",185,"Russian Federation",176,"Beans, dry","Area harvested",2018,3473
"9258",185,"Russian Federation",558,"Berries nes","Area harvested",2018,956
"9259",185,"Russian Federation",552,"Blueberries","Area harvested",2018,635
"9260",185,"Russian Federation",181,"Broad beans, horse beans, dry","Area harvested",2018,6620
"9261",185,"Russian Federation",89,"Buckwheat","Area harvested",2018,979914
"9262",185,"Russian Federation",358,"Cabbages and other brassicas","Area harvested",2018,72427
"9263",185,"Russian Federation",426,"Carrots and turnips","Area harvested",2018,48184
"9264",185,"Russian Federation",265,"Castor oil seed","Area harvested",2018,60
"9265",185,"Russian Federation",393,"Cauliflowers and broccoli","Area harvested",2018,2097
"9266",185,"Russian Federation",108,"Cereals nes","Area harvested",2018,24534
"9267",185,"Russian Federation",531,"Cherries","Area harvested",2018,9738
"9268",185,"Russian Federation",530,"Cherries, sour","Area harvested",2018,38600
"9269",185,"Russian Federation",220,"Chestnut","Area harvested",2018,NA
"9270",185,"Russian Federation",191,"Chick peas","Area harvested",2018,819330
"9271",185,"Russian Federation",459,"Chicory roots","Area harvested",2018,NA
"9272",185,"Russian Federation",195,"Cow peas, dry","Area harvested",2018,NA
"9273",185,"Russian Federation",397,"Cucumbers and gherkins","Area harvested",2018,42830
"9274",185,"Russian Federation",550,"Currants","Area harvested",2018,65804
"9275",185,"Russian Federation",773,"Flax fibre and tow","Area harvested",2018,42100
"9276",185,"Russian Federation",619,"Fruit, fresh nes","Area harvested",2018,1523
"9277",185,"Russian Federation",406,"Garlic","Area harvested",2018,21926
"9278",185,"Russian Federation",549,"Gooseberries","Area harvested",2018,13580
"9279",185,"Russian Federation",103,"Grain, mixed","Area harvested",2018,NA
"9280",185,"Russian Federation",560,"Grapes","Area harvested",2018,68043
"9281",185,"Russian Federation",225,"Hazelnuts, with shell","Area harvested",2018,NA
"9282",185,"Russian Federation",777,"Hemp tow waste","Area harvested",2018,3166
"9283",185,"Russian Federation",336,"Hempseed","Area harvested",2018,4691
"9284",185,"Russian Federation",677,"Hops","Area harvested",2018,128
"9285",185,"Russian Federation",201,"Lentils","Area harvested",2018,247885
"9286",185,"Russian Federation",333,"Linseed","Area harvested",2018,730428
"9287",185,"Russian Federation",210,"Lupins","Area harvested",2018,71163
"9288",185,"Russian Federation",56,"Maize","Area harvested",2018,2375641
"9289",185,"Russian Federation",79,"Millet","Area harvested",2018,187144
"9290",185,"Russian Federation",449,"Mushrooms and truffles","Area harvested",2018,44324
"9291",185,"Russian Federation",292,"Mustard seed","Area harvested",2018,267453
"9292",185,"Russian Federation",234,"Nuts nes","Area harvested",2018,5974
"9293",185,"Russian Federation",75,"Oats","Area harvested",2018,2729162
"9294",185,"Russian Federation",339,"Oilseeds nes","Area harvested",2018,71507
"9295",185,"Russian Federation",403,"Onions, dry","Area harvested",2018,60499
"9296",185,"Russian Federation",490,"Oranges","Area harvested",2018,21
"9297",185,"Russian Federation",534,"Peaches and nectarines","Area harvested",2018,5707
"9298",185,"Russian Federation",521,"Pears","Area harvested",2018,8272
"9299",185,"Russian Federation",187,"Peas, dry","Area harvested",2018,1385555
"9300",185,"Russian Federation",417,"Peas, green","Area harvested",2018,21572
"9301",185,"Russian Federation",536,"Plums and sloes","Area harvested",2018,40117
"9302",185,"Russian Federation",116,"Potatoes","Area harvested",2018,1313495
"9303",185,"Russian Federation",211,"Pulses nes","Area harvested",2018,8366
"9304",185,"Russian Federation",394,"Pumpkins, squash and gourds","Area harvested",2018,56002
"9305",185,"Russian Federation",523,"Quinces","Area harvested",2018,587
"9306",185,"Russian Federation",270,"Rapeseed","Area harvested",2018,1499205
"9307",185,"Russian Federation",547,"Raspberries","Area harvested",2018,26343
"9308",185,"Russian Federation",27,"Rice, paddy","Area harvested",2018,180177
"9309",185,"Russian Federation",71,"Rye","Area harvested",2018,956095
"9310",185,"Russian Federation",280,"Safflower seed","Area harvested",2018,54963
"9311",185,"Russian Federation",83,"Sorghum","Area harvested",2018,44347
"9312",185,"Russian Federation",236,"Soybeans","Area harvested",2018,2740850
"9313",185,"Russian Federation",544,"Strawberries","Area harvested",2018,29648
"9314",185,"Russian Federation",157,"Sugar beet","Area harvested",2018,1105339
"9315",185,"Russian Federation",156,"Sugar cane","Area harvested",2018,NA
"9316",185,"Russian Federation",267,"Sunflower seed","Area harvested",2018,7953338
"9317",185,"Russian Federation",667,"Tea","Area harvested",2018,594
"9318",185,"Russian Federation",826,"Tobacco, unmanufactured","Area harvested",2018,5
"9319",185,"Russian Federation",388,"Tomatoes","Area harvested",2018,82366
"9320",185,"Russian Federation",97,"Triticale","Area harvested",2018,148352
"9321",185,"Russian Federation",463,"Vegetables, fresh nes","Area harvested",2018,107438
"9322",185,"Russian Federation",420,"Vegetables, leguminous nes","Area harvested",2018,255
"9323",185,"Russian Federation",205,"Vetches","Area harvested",2018,93135
"9324",185,"Russian Federation",222,"Walnuts, with shell","Area harvested",2018,NA
"9325",185,"Russian Federation",567,"Watermelons","Area harvested",2018,133748
"9326",185,"Russian Federation",15,"Wheat","Area harvested",2018,26472051
"9327",185,"Russian Federation",1717,"Cereals, Total","Area harvested",2018,41971361
"9328",185,"Russian Federation",1804,"Citrus Fruit, Total","Area harvested",2018,21
"9329",185,"Russian Federation",1753,"Fibre Crops Primary","Area harvested",2018,57070
"9330",185,"Russian Federation",1738,"Fruit Primary","Area harvested",2018,660974
"9331",185,"Russian Federation",1731,"Oilcrops","Area harvested",2018,13322495
"9332",185,"Russian Federation",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,13322435
"9333",185,"Russian Federation",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,13322495
"9334",185,"Russian Federation",1726,"Pulses, Total","Area harvested",2018,2635527
"9335",185,"Russian Federation",1720,"Roots and Tubers, Total","Area harvested",2018,1313495
"9336",185,"Russian Federation",1723,"Sugar Crops Primary","Area harvested",2018,1105339
"9337",185,"Russian Federation",1729,"Treenuts, Total","Area harvested",2018,5974
"9338",185,"Russian Federation",1735,"Vegetables Primary","Area harvested",2018,559920
"9339",184,"Rwanda",572,"Avocados","Area harvested",2018,152
"9340",184,"Rwanda",486,"Bananas","Area harvested",2018,232420
"9341",184,"Rwanda",44,"Barley","Area harvested",2018,NA
"9342",184,"Rwanda",176,"Beans, dry","Area harvested",2018,547786
"9343",184,"Rwanda",414,"Beans, green","Area harvested",2018,993
"9344",184,"Rwanda",358,"Cabbages and other brassicas","Area harvested",2018,5149
"9345",184,"Rwanda",426,"Carrots and turnips","Area harvested",2018,1911
"9346",184,"Rwanda",125,"Cassava","Area harvested",2018,194717
"9347",184,"Rwanda",401,"Chillies and peppers, green","Area harvested",2018,700
"9348",184,"Rwanda",656,"Coffee, green","Area harvested",2018,23412
"9349",184,"Rwanda",399,"Eggplants (aubergines)","Area harvested",2018,4701
"9350",184,"Rwanda",619,"Fruit, fresh nes","Area harvested",2018,11387
"9351",184,"Rwanda",603,"Fruit, tropical fresh nes","Area harvested",2018,2312
"9352",184,"Rwanda",242,"Groundnuts, with shell","Area harvested",2018,45456
"9353",184,"Rwanda",407,"Leeks, other alliaceous vegetables","Area harvested",2018,15825
"9354",184,"Rwanda",497,"Lemons and limes","Area harvested",2018,1394
"9355",184,"Rwanda",56,"Maize","Area harvested",2018,295739
"9356",184,"Rwanda",571,"Mangoes, mangosteens, guavas","Area harvested",2018,1662
"9357",184,"Rwanda",79,"Millet","Area harvested",2018,14411
"9358",184,"Rwanda",403,"Onions, dry","Area harvested",2018,2302
"9359",184,"Rwanda",490,"Oranges","Area harvested",2018,1788
"9360",184,"Rwanda",600,"Papayas","Area harvested",2018,63
"9361",184,"Rwanda",187,"Peas, dry","Area harvested",2018,19774
"9362",184,"Rwanda",687,"Pepper (piper spp.)","Area harvested",2018,769
"9363",184,"Rwanda",574,"Pineapples","Area harvested",2018,4382
"9364",184,"Rwanda",489,"Plantains and others","Area harvested",2018,90175
"9365",184,"Rwanda",116,"Potatoes","Area harvested",2018,92800
"9366",184,"Rwanda",394,"Pumpkins, squash and gourds","Area harvested",2018,49378
"9367",184,"Rwanda",754,"Pyrethrum, dried","Area harvested",2018,4869
"9368",184,"Rwanda",270,"Rapeseed","Area harvested",2018,NA
"9369",184,"Rwanda",27,"Rice, paddy","Area harvested",2018,34205
"9370",184,"Rwanda",328,"Seed cotton","Area harvested",2018,NA
"9371",184,"Rwanda",83,"Sorghum","Area harvested",2018,142397
"9372",184,"Rwanda",236,"Soybeans","Area harvested",2018,53061
"9373",184,"Rwanda",723,"Spices nes","Area harvested",2018,54
"9374",184,"Rwanda",156,"Sugar cane","Area harvested",2018,7790
"9375",184,"Rwanda",122,"Sweet potatoes","Area harvested",2018,180535
"9376",184,"Rwanda",136,"Taro (cocoyam)","Area harvested",2018,57349
"9377",184,"Rwanda",667,"Tea","Area harvested",2018,20466
"9378",184,"Rwanda",826,"Tobacco, unmanufactured","Area harvested",2018,4745
"9379",184,"Rwanda",388,"Tomatoes","Area harvested",2018,7773
"9380",184,"Rwanda",463,"Vegetables, fresh nes","Area harvested",2018,10484
"9381",184,"Rwanda",15,"Wheat","Area harvested",2018,10761
"9382",184,"Rwanda",137,"Yams","Area harvested",2018,5767
"9383",184,"Rwanda",1717,"Cereals, Total","Area harvested",2018,497513
"9384",184,"Rwanda",1804,"Citrus Fruit, Total","Area harvested",2018,3182
"9385",184,"Rwanda",1753,"Fibre Crops Primary","Area harvested",2018,NA
"9386",184,"Rwanda",1738,"Fruit Primary","Area harvested",2018,345735
"9387",184,"Rwanda",1731,"Oilcrops","Area harvested",2018,98517
"9388",184,"Rwanda",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,98517
"9389",184,"Rwanda",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,98517
"9390",184,"Rwanda",1726,"Pulses, Total","Area harvested",2018,567560
"9391",184,"Rwanda",1720,"Roots and Tubers, Total","Area harvested",2018,531168
"9392",184,"Rwanda",1723,"Sugar Crops Primary","Area harvested",2018,7790
"9393",184,"Rwanda",1735,"Vegetables Primary","Area harvested",2018,99216
"9394",188,"Saint Kitts and Nevis",358,"Cabbages and other brassicas","Area harvested",2018,5
"9395",188,"Saint Kitts and Nevis",426,"Carrots and turnips","Area harvested",2018,6
"9396",188,"Saint Kitts and Nevis",401,"Chillies and peppers, green","Area harvested",2018,17
"9397",188,"Saint Kitts and Nevis",249,"Coconuts","Area harvested",2018,637
"9398",188,"Saint Kitts and Nevis",397,"Cucumbers and gherkins","Area harvested",2018,5
"9399",188,"Saint Kitts and Nevis",603,"Fruit, tropical fresh nes","Area harvested",2018,257
"9400",188,"Saint Kitts and Nevis",242,"Groundnuts, with shell","Area harvested",2018,19
"9401",188,"Saint Kitts and Nevis",403,"Onions, dry","Area harvested",2018,1
"9402",188,"Saint Kitts and Nevis",574,"Pineapples","Area harvested",2018,0
"9403",188,"Saint Kitts and Nevis",116,"Potatoes","Area harvested",2018,0
"9404",188,"Saint Kitts and Nevis",211,"Pulses nes","Area harvested",2018,206
"9405",188,"Saint Kitts and Nevis",149,"Roots and tubers nes","Area harvested",2018,220
"9406",188,"Saint Kitts and Nevis",328,"Seed cotton","Area harvested",2018,4
"9407",188,"Saint Kitts and Nevis",156,"Sugar cane","Area harvested",2018,NA
"9408",188,"Saint Kitts and Nevis",122,"Sweet potatoes","Area harvested",2018,19
"9409",188,"Saint Kitts and Nevis",388,"Tomatoes","Area harvested",2018,15
"9410",188,"Saint Kitts and Nevis",463,"Vegetables, fresh nes","Area harvested",2018,72
"9411",188,"Saint Kitts and Nevis",567,"Watermelons","Area harvested",2018,17
"9412",188,"Saint Kitts and Nevis",137,"Yams","Area harvested",2018,0
"9413",188,"Saint Kitts and Nevis",1753,"Fibre Crops Primary","Area harvested",2018,4
"9414",188,"Saint Kitts and Nevis",1738,"Fruit Primary","Area harvested",2018,274
"9415",188,"Saint Kitts and Nevis",1731,"Oilcrops","Area harvested",2018,660
"9416",188,"Saint Kitts and Nevis",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,660
"9417",188,"Saint Kitts and Nevis",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,660
"9418",188,"Saint Kitts and Nevis",1726,"Pulses, Total","Area harvested",2018,206
"9419",188,"Saint Kitts and Nevis",1720,"Roots and Tubers, Total","Area harvested",2018,239
"9420",188,"Saint Kitts and Nevis",1723,"Sugar Crops Primary","Area harvested",2018,NA
"9421",188,"Saint Kitts and Nevis",1735,"Vegetables Primary","Area harvested",2018,121
"9422",189,"Saint Lucia",572,"Avocados","Area harvested",2018,50
"9423",189,"Saint Lucia",486,"Bananas","Area harvested",2018,422
"9424",189,"Saint Lucia",358,"Cabbages and other brassicas","Area harvested",2018,11
"9425",189,"Saint Lucia",426,"Carrots and turnips","Area harvested",2018,0
"9426",189,"Saint Lucia",125,"Cassava","Area harvested",2018,756
"9427",189,"Saint Lucia",661,"Cocoa, beans","Area harvested",2018,9
"9428",189,"Saint Lucia",249,"Coconuts","Area harvested",2018,1787
"9429",189,"Saint Lucia",656,"Coffee, green","Area harvested",2018,NA
"9430",189,"Saint Lucia",397,"Cucumbers and gherkins","Area harvested",2018,32
"9431",189,"Saint Lucia",619,"Fruit, fresh nes","Area harvested",2018,392
"9432",189,"Saint Lucia",603,"Fruit, tropical fresh nes","Area harvested",2018,512
"9433",189,"Saint Lucia",720,"Ginger","Area harvested",2018,1
"9434",189,"Saint Lucia",507,"Grapefruit (inc. pomelos)","Area harvested",2018,27
"9435",189,"Saint Lucia",497,"Lemons and limes","Area harvested",2018,15
